Transaction_ID,Geo_Risk,Velocity_Risk,Device_Risk,Amount_Risk,Network_Risk,Behavioral_Risk,Final_Risk_Score,Decision
TXN_1154,100,90,100,100,40,40,80,Block
TXN_1155,90,0,100,100,40,62,63,OTP
TXN_1156,100,0,100,100,0,62,59,OTP
TXN_1157,100,0,100,100,0,40,56,OTP
TXN_1158,100,0,100,100,0,0,50,Approve
TXN_1159,100,0,100,100,40,48,63,OTP
TXN_1160,90,0,60,100,40,0,48,Approve
TXN_1161,90,50,100,100,0,0,58,OTP
TXN_1162,90,0,100,100,0,40,54,OTP
TXN_1163,90,0,100,100,40,0,54,OTP
TXN_1164,90,0,100,0,40,52,46,Approve
TXN_1165,100,50,100,100,0,48,67,OTP
TXN_1166,100,50,100,100,0,48,67,OTP
TXN_1167,100,40,100,100,40,48,71,Block
TXN_1168,100,0,100,100,40,48,63,OTP
TXN_1169,100,0,100,50,0,40,48,Approve
TXN_1170,100,0,100,100,40,62,65,OTP
TXN_1171,100,0,100,100,0,48,57,OTP
TXN_1172,100,50,100,100,0,48,67,OTP
TXN_1173,100,0,100,100,40,0,56,OTP
TXN_1174,100,0,100,50,40,0,48,Approve
TXN_1175,100,0,100,100,0,0,50,Approve
TXN_1176,50,0,60,100,40,0,40,Approve
TXN_1177,100,0,100,100,40,48,63,OTP
TXN_1178,100,0,100,100,40,0,56,OTP
TXN_1179,100,50,60,100,40,0,60,OTP
TXN_1180,90,0,60,50,40,0,40,Approve
TXN_1181,100,0,100,0,0,48,42,Approve
TXN_1182,50,50,100,100,40,0,56,OTP
TXN_1183,100,50,100,100,0,48,67,OTP
TXN_1184,100,0,100,100,40,0,56,OTP
TXN_1185,100,0,100,100,0,48,57,OTP
TXN_1186,100,0,100,0,40,0,41,Approve
TXN_1187,100,0,100,100,40,0,56,OTP
TXN_1188,100,0,100,100,0,0,50,Approve
TXN_1189,100,0,100,100,0,0,50,Approve
TXN_1190,50,50,100,100,40,52,63,OTP
TXN_1191,50,0,100,100,40,40,52,OTP
TXN_1192,50,50,60,100,0,62,53,OTP
TXN_1193,100,0,100,50,0,40,48,Approve
TXN_1194,50,0,100,100,0,62,49,Approve
TXN_1195,100,0,100,50,40,0,48,Approve
TXN_1196,50,0,100,100,40,62,55,OTP
TXN_1197,100,0,100,0,0,0,35,Approve
TXN_1198,90,0,100,100,0,0,48,Approve
TXN_1199,100,0,100,100,0,52,57,OTP
TXN_1200,100,0,60,100,0,52,51,OTP
TXN_1201,100,0,100,100,0,48,57,OTP
TXN_1202,100,0,100,50,40,62,57,OTP
TXN_1203,90,40,100,50,40,48,61,OTP
TXN_1204,90,50,100,0,40,0,49,Approve
TXN_1205,100,0,100,100,40,40,62,OTP
TXN_1206,100,0,100,100,0,0,50,Approve
TXN_1207,100,50,60,100,0,62,63,OTP
TXN_1208,100,50,100,100,40,48,73,Block
TXN_1209,100,0,100,100,40,0,56,OTP
TXN_1210,100,50,100,100,0,48,67,OTP
TXN_1211,50,0,100,100,40,40,52,OTP
TXN_1212,100,50,100,50,40,0,58,OTP
TXN_1213,100,0,100,0,40,48,48,Approve
TXN_1214,100,50,100,100,0,48,67,OTP
TXN_1215,100,50,100,100,40,52,73,Block
TXN_1216,50,0,100,100,40,0,46,Approve
TXN_1217,100,0,100,100,0,48,57,OTP
TXN_1218,90,0,100,50,0,0,40,Approve
TXN_1219,90,0,100,100,40,40,60,OTP
TXN_1220,100,0,100,0,40,62,50,Approve
TXN_1221,100,40,100,50,0,0,50,Approve
TXN_1222,100,0,100,100,40,48,63,OTP
TXN_1223,100,0,100,100,40,62,65,OTP
TXN_1224,100,50,100,50,40,0,58,OTP
TXN_1225,100,0,100,100,40,48,63,OTP
TXN_1226,100,0,100,100,0,48,57,OTP
TXN_1227,100,0,100,100,40,0,56,OTP
TXN_1228,100,50,100,100,40,0,66,OTP
TXN_1229,100,50,100,100,40,0,66,OTP
TXN_1230,50,0,100,100,0,0,40,Approve
TXN_1231,90,0,100,100,40,40,60,OTP
TXN_1232,50,0,100,100,40,0,46,Approve
TXN_1233,100,50,100,100,40,62,75,Block
TXN_1234,100,0,100,50,40,48,55,OTP
TXN_1235,50,0,100,100,40,62,55,OTP
TXN_1236,50,50,60,100,40,52,57,OTP
TXN_1237,100,0,100,100,0,0,50,Approve
TXN_1238,100,0,60,100,40,0,50,Approve
TXN_1239,100,50,100,100,40,0,66,OTP
TXN_1240,100,50,100,100,0,0,60,OTP
TXN_1241,90,50,100,70,40,48,66,OTP
TXN_1242,100,0,100,100,40,62,65,OTP
TXN_1243,100,0,100,100,40,0,56,OTP
TXN_1244,100,0,100,100,40,0,56,OTP
TXN_1245,100,50,100,100,0,0,60,OTP
TXN_1246,90,0,100,100,40,0,54,OTP
TXN_1247,100,50,60,100,0,40,60,OTP
TXN_1248,100,0,60,100,40,48,57,OTP
TXN_1249,100,0,100,100,40,48,63,OTP
TXN_1250,50,50,100,100,40,0,56,OTP
TXN_1251,90,0,100,100,0,0,48,Approve
TXN_1252,100,0,100,100,40,40,62,OTP
TXN_1253,100,50,100,100,40,48,73,Block
TXN_1254,100,0,100,50,40,48,55,OTP
TXN_1255,100,50,100,50,40,52,66,OTP
TXN_1256,100,0,100,100,0,52,57,OTP
TXN_1257,100,50,100,100,40,0,66,OTP
TXN_1258,90,0,100,100,40,0,54,OTP
TXN_1259,100,90,100,0,40,48,66,OTP
TXN_1260,100,50,100,100,40,48,73,Block
TXN_1261,100,0,100,100,40,48,63,OTP
TXN_1262,100,0,100,0,40,0,41,Approve
TXN_1263,100,0,100,50,40,0,48,Approve
TXN_1264,100,50,100,0,0,40,51,OTP
TXN_1265,100,50,100,100,0,52,67,OTP
TXN_1266,100,0,100,100,40,0,56,OTP
TXN_1267,50,50,100,50,40,0,48,Approve
TXN_1268,90,0,100,0,40,0,39,Approve
TXN_1269,100,50,100,0,40,48,58,OTP
TXN_1270,100,90,100,100,0,0,68,OTP
TXN_1271,100,0,100,50,40,0,48,Approve
TXN_1272,100,0,100,100,40,0,56,OTP
TXN_1273,90,90,100,100,0,0,66,OTP
TXN_1274,100,0,100,100,40,48,63,OTP
TXN_1275,100,0,100,100,40,52,63,OTP
TXN_1276,100,50,100,50,40,0,58,OTP
TXN_1277,100,0,100,0,0,62,44,Approve
TXN_1278,90,0,100,100,0,0,48,Approve
TXN_1279,100,0,100,100,40,0,56,OTP
TXN_1280,100,50,100,0,40,0,51,OTP
TXN_1281,100,50,100,100,40,0,66,OTP
TXN_1282,100,0,100,0,40,0,41,Approve
TXN_1283,100,0,100,100,40,0,56,OTP
TXN_1284,90,0,60,50,40,48,47,Approve
TXN_1285,100,0,100,100,40,0,56,OTP
TXN_1286,100,50,100,100,40,0,66,OTP
TXN_1287,50,0,100,100,0,0,40,Approve
TXN_1288,90,0,100,50,40,0,46,Approve
TXN_1289,100,50,100,100,0,48,67,OTP
TXN_1290,100,0,100,100,40,40,62,OTP
TXN_1291,50,0,100,100,40,40,52,OTP
TXN_1292,100,0,100,100,40,0,56,OTP
TXN_1293,100,0,60,100,0,62,53,OTP
TXN_1294,100,0,100,50,40,0,48,Approve
TXN_1295,100,0,100,50,40,48,55,OTP
TXN_1296,90,0,100,100,0,0,48,Approve
TXN_1297,100,0,100,100,40,0,56,OTP
TXN_1298,90,50,100,100,0,0,58,OTP
TXN_1299,100,0,100,100,40,0,56,OTP
TXN_1300,100,0,100,100,40,48,63,OTP
TXN_1301,100,50,100,100,0,52,67,OTP
TXN_1302,100,0,60,50,40,0,42,Approve
TXN_1303,100,50,100,0,40,0,51,OTP
TXN_1304,100,0,100,100,40,52,63,OTP
TXN_1305,100,40,100,100,40,40,70,Block
TXN_1306,100,0,60,100,0,62,53,OTP
TXN_1307,100,0,100,100,40,48,63,OTP
TXN_1308,100,50,100,100,40,40,72,Block
TXN_1309,100,0,100,100,40,40,62,OTP
TXN_1310,100,0,100,100,40,62,65,OTP
TXN_1311,50,0,100,100,40,0,46,Approve
TXN_1312,100,0,100,100,40,0,56,OTP
TXN_1313,100,0,100,100,40,0,56,OTP
TXN_1314,100,0,100,100,0,48,57,OTP
TXN_1315,100,0,100,100,40,0,56,OTP
TXN_1316,50,50,100,100,0,48,57,OTP
TXN_1317,100,50,100,100,0,0,60,OTP
TXN_1318,90,50,100,100,0,0,58,OTP
TXN_1319,100,0,100,100,40,0,56,OTP
TXN_1320,90,0,100,50,40,40,52,OTP
TXN_1321,100,0,100,100,0,62,59,OTP
TXN_1322,100,0,100,100,40,48,63,OTP
TXN_1323,90,50,100,100,40,62,73,Block
TXN_1324,90,50,100,100,0,48,65,OTP
TXN_1325,100,0,100,100,40,0,56,OTP
TXN_1326,100,0,100,100,0,40,56,OTP
TXN_1327,100,40,100,100,0,0,58,OTP
TXN_1328,90,0,100,100,40,0,54,OTP
TXN_1329,50,0,100,100,40,0,46,Approve
TXN_1330,100,0,100,100,40,0,56,OTP
TXN_1331,100,0,60,100,40,0,50,Approve
TXN_1332,100,50,100,100,0,52,67,OTP
TXN_1333,50,0,100,50,40,0,38,Approve
TXN_1334,100,0,100,100,40,0,56,OTP
TXN_1335,100,0,100,100,0,0,50,Approve
TXN_1336,100,0,100,100,0,48,57,OTP
TXN_1337,100,50,100,0,40,0,51,OTP
TXN_1338,100,0,100,100,40,0,56,OTP
TXN_1339,100,50,100,100,0,0,60,OTP
TXN_1340,100,0,100,100,0,0,50,Approve
TXN_1341,100,0,100,100,0,62,59,OTP
TXN_1342,100,0,100,100,40,48,63,OTP
TXN_1343,100,0,100,100,40,0,56,OTP
TXN_1344,100,0,100,100,40,0,56,OTP
TXN_1345,90,0,100,100,0,40,54,OTP
TXN_1346,100,50,100,50,0,40,58,OTP
TXN_1347,50,50,100,50,40,52,56,OTP
TXN_1348,100,50,100,100,40,0,66,OTP
TXN_1349,90,0,100,100,0,0,48,Approve
TXN_1350,100,0,100,100,40,62,65,OTP
TXN_1351,100,0,100,0,40,0,41,Approve
TXN_1352,100,40,100,100,40,0,64,OTP
TXN_1353,100,0,100,100,0,0,50,Approve
TXN_1354,100,0,100,100,0,48,57,OTP
TXN_1355,100,50,100,100,0,48,67,OTP
TXN_1356,100,0,100,100,0,52,57,OTP
TXN_1357,100,50,100,100,40,0,66,OTP
TXN_1358,90,0,100,50,0,0,40,Approve
TXN_1359,90,0,100,50,0,62,49,Approve
TXN_1360,100,50,100,100,40,0,66,OTP
TXN_1361,100,0,100,50,0,62,51,OTP
TXN_1362,100,0,100,100,40,0,56,OTP
TXN_1363,100,0,100,100,40,62,65,OTP
TXN_1364,100,50,100,50,40,0,58,OTP
TXN_1365,100,0,100,100,40,52,63,OTP
TXN_1366,100,50,100,100,40,0,66,OTP
TXN_1367,100,0,100,100,40,40,62,OTP
TXN_1368,50,0,100,100,40,0,46,Approve
TXN_1369,100,0,100,50,40,0,48,Approve
TXN_1370,90,0,100,100,0,0,48,Approve
TXN_1371,90,50,100,100,40,0,64,OTP
TXN_1372,100,0,100,100,0,48,57,OTP
TXN_1373,100,0,100,50,40,48,55,OTP
TXN_1374,90,40,100,50,0,0,48,Approve
TXN_1375,90,0,100,50,0,0,40,Approve
TXN_1376,100,50,100,100,40,0,66,OTP
TXN_1377,100,50,100,100,0,40,66,OTP
TXN_1378,90,0,100,100,0,0,48,Approve
TXN_1379,100,0,100,100,40,52,63,OTP
TXN_1380,100,0,60,100,0,0,44,Approve
TXN_1381,100,50,100,100,40,62,75,Block
TXN_1382,100,0,100,0,40,0,41,Approve
TXN_1383,100,50,100,100,40,0,66,OTP
TXN_1384,90,0,100,100,40,0,54,OTP
TXN_1385,100,0,100,0,0,0,35,Approve
TXN_1386,100,0,100,100,0,0,50,Approve
TXN_1387,100,50,100,100,40,48,73,Block
TXN_1388,100,50,100,100,40,62,75,Block
TXN_1389,100,90,100,100,40,40,80,Block
TXN_1390,90,0,100,100,40,40,60,OTP
TXN_1391,100,0,100,100,40,0,56,OTP
TXN_1392,100,50,100,0,0,0,45,Approve
TXN_1393,90,50,100,100,0,40,64,OTP
TXN_1394,100,0,100,100,0,0,50,Approve
TXN_1395,100,50,100,0,40,52,58,OTP
TXN_1396,100,0,60,50,0,0,36,Approve
TXN_1397,90,50,100,50,0,0,50,Approve
TXN_1398,100,0,100,50,0,48,49,Approve
TXN_1399,100,0,100,100,40,0,56,OTP
TXN_1400,100,0,100,100,40,52,63,OTP
TXN_1401,100,0,60,100,40,48,57,OTP
TXN_1402,100,0,100,0,0,0,35,Approve
TXN_1403,100,0,100,50,40,0,48,Approve
TXN_1404,90,50,100,100,0,40,64,OTP
TXN_1405,100,0,100,100,0,48,57,OTP
TXN_1406,100,0,100,100,40,0,56,OTP
TXN_1407,100,0,100,0,0,48,42,Approve
TXN_1408,100,0,100,100,40,62,65,OTP
TXN_1409,90,0,60,100,0,52,49,Approve
TXN_1410,100,0,100,100,40,48,63,OTP
TXN_1411,100,50,100,100,40,48,73,Block
TXN_1412,90,0,60,100,0,52,49,Approve
TXN_1413,100,40,100,100,0,0,58,OTP
TXN_1414,100,0,100,100,40,48,63,OTP
TXN_1415,100,0,100,100,0,40,56,OTP
TXN_1416,100,0,100,100,40,62,65,OTP
TXN_1417,100,40,100,100,0,0,58,OTP
TXN_1418,100,50,100,100,40,62,75,Block
TXN_1419,100,0,100,100,0,52,57,OTP
TXN_1420,50,0,100,100,0,0,40,Approve
TXN_1421,100,0,100,100,40,48,63,OTP
TXN_1422,100,0,100,100,40,48,63,OTP
TXN_1423,100,0,100,100,0,0,50,Approve
TXN_1424,90,0,100,0,40,40,45,Approve
TXN_1425,100,50,100,100,40,52,73,Block
TXN_1426,100,0,100,0,0,0,35,Approve
TXN_1427,90,50,100,100,40,62,73,Block
TXN_1428,100,0,100,100,40,40,62,OTP
TXN_1429,100,0,100,100,40,48,63,OTP
TXN_1430,100,0,100,100,40,0,56,OTP
TXN_1431,100,90,100,100,0,0,68,OTP
TXN_1432,100,0,100,100,40,0,56,OTP
TXN_1433,100,0,100,100,40,0,56,OTP
TXN_1434,100,0,100,100,40,0,56,OTP
TXN_1435,100,50,100,50,0,0,52,OTP
TXN_1436,100,0,60,100,40,62,59,OTP
TXN_1437,100,0,100,100,40,48,63,OTP
TXN_1438,90,0,100,100,40,0,54,OTP
TXN_1439,100,0,100,100,0,62,59,OTP
TXN_1440,90,40,100,100,40,40,68,OTP
TXN_1441,90,50,100,100,40,52,71,Block
TXN_1442,100,0,100,100,0,0,50,Approve
TXN_1443,100,0,100,100,40,0,56,OTP
TXN_1444,100,0,100,100,0,0,50,Approve
TXN_1445,100,0,100,100,40,0,56,OTP
TXN_1446,90,0,100,50,0,48,47,Approve
TXN_1447,100,0,100,100,0,48,57,OTP
TXN_1448,90,0,100,100,0,48,55,OTP
TXN_1449,100,50,60,100,0,62,63,OTP
TXN_1450,90,0,100,0,40,0,39,Approve
TXN_1451,100,90,100,50,40,48,73,Block
TXN_1452,90,0,100,100,40,62,63,OTP
TXN_1453,50,0,100,50,40,48,45,Approve
TXN_1454,100,50,100,100,0,40,66,OTP
TXN_1455,100,0,100,100,40,48,63,OTP
TXN_1456,100,50,100,100,40,52,73,Block
TXN_1457,100,0,100,100,40,62,65,OTP
TXN_1458,100,50,100,50,40,62,67,OTP
TXN_1459,100,0,100,100,40,62,65,OTP
TXN_1460,90,50,100,100,40,0,64,OTP
TXN_1461,100,0,100,100,0,0,50,Approve
TXN_1462,100,50,100,100,0,0,60,OTP
TXN_1463,100,50,100,100,40,0,66,OTP
TXN_1464,100,0,60,0,40,40,41,Approve
TXN_1465,100,50,100,100,40,0,66,OTP
TXN_1466,100,0,100,50,0,48,49,Approve
TXN_1467,100,0,100,50,40,0,48,Approve
TXN_1468,100,40,100,100,40,52,71,Block
TXN_1469,90,0,100,100,0,48,55,OTP
TXN_1470,100,0,100,100,40,0,56,OTP
TXN_1471,100,0,100,100,40,48,63,OTP
TXN_1472,100,50,100,100,0,52,67,OTP
TXN_1473,100,50,100,100,40,0,66,OTP
TXN_1474,100,50,100,100,40,0,66,OTP
TXN_1475,100,0,100,100,40,62,65,OTP
TXN_1476,100,0,100,100,0,0,50,Approve
TXN_1477,90,0,100,100,40,48,61,OTP
TXN_1478,100,50,60,0,40,62,54,OTP
TXN_1479,100,0,100,100,40,40,62,OTP
TXN_1480,90,0,100,0,0,0,33,Approve
TXN_1481,100,50,60,0,40,0,45,Approve
TXN_1482,100,40,100,50,40,48,63,OTP
TXN_1483,100,50,100,100,0,0,60,OTP
TXN_1484,50,50,100,50,0,0,42,Approve
TXN_1485,100,50,100,100,40,0,66,OTP
TXN_1486,100,0,100,100,0,0,50,Approve
TXN_1487,90,0,100,100,40,0,54,OTP
TXN_1488,100,50,60,100,40,48,67,OTP
TXN_1489,100,0,100,100,40,0,56,OTP
TXN_1490,100,0,100,100,40,0,56,OTP
TXN_1491,100,40,100,100,40,48,71,Block
TXN_1492,100,0,100,50,40,0,48,Approve
TXN_1493,100,90,100,100,40,0,74,Block
TXN_1494,90,0,100,50,40,0,46,Approve
TXN_1495,90,0,100,100,0,0,48,Approve
TXN_1496,100,0,100,0,40,0,41,Approve
TXN_1497,100,40,100,0,40,0,49,Approve
TXN_1498,100,50,100,0,40,0,51,OTP
TXN_1499,50,0,100,100,40,0,46,Approve
TXN_1500,90,50,100,50,0,48,57,OTP
TXN_1501,100,50,100,100,0,52,67,OTP
TXN_1502,90,50,100,100,40,0,64,OTP
TXN_1503,100,50,100,100,40,52,73,Block
TXN_1504,100,50,100,100,40,40,72,Block
TXN_1505,100,50,100,50,0,0,52,OTP
TXN_1506,100,90,100,100,40,0,74,Block
TXN_1507,100,0,100,100,40,48,63,OTP
TXN_1508,100,0,100,100,40,0,56,OTP
TXN_1509,90,50,100,100,40,0,64,OTP
TXN_1510,100,0,100,100,40,40,62,OTP
TXN_1511,100,0,100,0,40,0,41,Approve
TXN_1512,100,0,100,100,40,0,56,OTP
TXN_1513,100,0,100,100,40,0,56,OTP
TXN_1514,100,50,100,100,40,0,66,OTP
TXN_1515,100,50,100,100,0,0,60,OTP
TXN_1516,100,50,100,100,40,0,66,OTP
TXN_1517,90,0,100,50,40,48,53,OTP
TXN_1518,90,50,100,50,40,52,64,OTP
TXN_1519,100,0,100,100,40,0,56,OTP
TXN_1520,100,0,100,100,40,0,56,OTP
TXN_1521,100,0,100,50,40,48,55,OTP
TXN_1522,100,40,100,100,0,40,64,OTP
TXN_1523,100,0,100,100,0,62,59,OTP
TXN_1524,100,0,100,100,40,0,56,OTP
TXN_1525,100,50,100,50,40,40,64,OTP
TXN_1526,100,0,100,100,40,52,63,OTP
TXN_1527,90,0,100,0,40,0,39,Approve
TXN_1528,100,40,100,100,40,0,64,OTP
TXN_1529,100,50,100,0,40,0,51,OTP
TXN_1530,100,50,100,100,40,0,66,OTP
TXN_1531,100,50,100,50,0,0,52,OTP
TXN_1532,100,50,100,50,40,0,58,OTP
TXN_1533,90,0,100,50,0,40,46,Approve
TXN_1534,90,0,100,100,40,0,54,OTP
TXN_1535,90,0,100,100,40,40,60,OTP
TXN_1536,100,50,100,100,0,0,60,OTP
TXN_1537,90,50,100,100,40,0,64,OTP
TXN_1538,50,0,100,100,40,48,53,OTP
TXN_1539,90,50,100,100,40,0,64,OTP
TXN_1540,100,0,100,100,40,0,56,OTP
TXN_1541,100,90,100,100,0,0,68,OTP
TXN_1542,100,50,100,100,40,0,66,OTP
TXN_1543,90,50,100,100,0,48,65,OTP
TXN_1544,100,0,100,100,40,0,56,OTP
TXN_1545,100,50,100,50,0,52,60,OTP
TXN_1546,100,0,100,50,0,0,42,Approve
TXN_1547,90,50,100,50,40,52,64,OTP
TXN_1548,100,0,100,100,40,48,63,OTP
TXN_1549,100,50,100,100,40,0,66,OTP
TXN_1550,100,0,100,100,0,48,57,OTP
TXN_1551,100,40,100,100,0,0,58,OTP
TXN_1552,100,0,100,100,40,0,56,OTP
TXN_1553,100,50,100,50,0,0,52,OTP
TXN_1554,100,50,100,100,40,0,66,OTP
TXN_1555,100,0,100,100,0,0,50,Approve
TXN_1556,100,0,100,100,40,62,65,OTP
TXN_1557,100,0,100,100,0,0,50,Approve
TXN_1558,100,0,100,100,40,48,63,OTP
TXN_1559,100,50,60,100,0,0,54,OTP
TXN_1560,100,50,100,100,40,0,66,OTP
TXN_1561,100,50,100,100,0,0,60,OTP
TXN_1562,100,0,100,100,40,0,56,OTP
TXN_1563,100,0,100,50,40,0,48,Approve
TXN_1564,100,50,100,50,40,0,58,OTP
TXN_1565,100,0,100,100,40,62,65,OTP
TXN_1566,50,50,100,100,40,0,56,OTP
TXN_1567,100,0,100,100,40,0,56,OTP
TXN_1568,90,0,100,100,40,0,54,OTP
TXN_1569,90,0,100,0,40,0,39,Approve
TXN_1570,90,0,100,100,40,0,54,OTP
TXN_1571,100,50,100,100,40,0,66,OTP
TXN_1572,90,0,100,100,40,52,61,OTP
TXN_1573,100,0,100,100,40,40,62,OTP
TXN_1574,100,0,100,0,40,48,48,Approve
TXN_1575,100,0,100,100,40,62,65,OTP
TXN_1576,90,0,100,100,40,40,60,OTP
TXN_1577,100,0,100,100,0,48,57,OTP
TXN_1578,100,50,100,100,40,0,66,OTP
TXN_1579,100,0,100,100,40,0,56,OTP
TXN_1580,100,0,100,100,40,52,63,OTP
TXN_1581,100,0,100,100,40,0,56,OTP
TXN_1582,90,0,100,100,40,0,54,OTP
TXN_1583,90,50,100,0,0,0,43,Approve
TXN_1584,90,0,100,50,0,0,40,Approve
TXN_1585,100,0,100,100,0,0,50,Approve
TXN_1586,100,0,100,100,40,0,56,OTP
TXN_1587,100,0,100,100,40,0,56,OTP
TXN_1588,100,0,100,100,40,0,56,OTP
TXN_1589,100,40,100,100,40,0,64,OTP
TXN_1590,100,40,100,100,40,0,64,OTP
TXN_1591,90,50,100,100,0,40,64,OTP
TXN_1592,100,50,100,100,40,48,73,Block
TXN_1593,100,0,100,50,0,0,42,Approve
TXN_1594,100,0,100,100,0,0,50,Approve
TXN_1595,100,50,100,100,0,48,67,OTP
TXN_1596,100,50,100,100,0,52,67,OTP
TXN_1597,100,0,100,100,40,0,56,OTP
TXN_1598,50,0,100,100,0,52,47,Approve
TXN_1599,100,0,100,0,40,52,48,Approve
TXN_1600,100,0,100,50,40,0,48,Approve
TXN_1601,100,0,100,100,40,0,56,OTP
TXN_1602,90,0,100,100,40,0,54,OTP
TXN_1603,100,0,100,100,40,0,56,OTP
TXN_1604,100,50,60,0,40,48,52,OTP
TXN_1605,100,50,100,100,0,52,67,OTP
TXN_1606,100,50,100,100,40,0,66,OTP
TXN_1607,100,0,100,100,40,0,56,OTP
TXN_1608,100,0,100,100,40,0,56,OTP
TXN_1609,90,50,100,50,0,0,50,Approve
TXN_1610,100,0,100,0,40,48,48,Approve
TXN_1611,100,0,100,100,40,40,62,OTP
TXN_1612,100,0,100,0,0,62,44,Approve
TXN_1613,100,50,100,100,40,62,75,Block
TXN_1614,100,0,100,50,40,0,48,Approve
TXN_1615,90,50,100,100,40,48,71,Block
TXN_1616,100,90,100,100,40,0,74,Block
TXN_1617,100,0,100,50,0,48,49,Approve
TXN_1618,100,0,100,100,0,48,57,OTP
TXN_1619,100,0,100,50,40,48,55,OTP
TXN_1620,100,0,100,100,40,52,63,OTP
TXN_1621,50,40,100,100,40,0,54,OTP
TXN_1622,100,90,100,100,0,0,68,OTP
TXN_1623,50,50,100,100,0,0,50,Approve
TXN_1624,100,0,100,100,0,0,50,Approve
TXN_1625,100,0,100,50,0,48,49,Approve
TXN_1626,50,50,100,100,40,0,56,OTP
TXN_1627,100,50,100,100,40,62,75,Block
TXN_1628,100,50,100,100,40,0,66,OTP
TXN_1629,100,50,100,100,40,0,66,OTP
TXN_1630,100,0,100,100,0,40,56,OTP
TXN_1631,50,0,100,100,40,0,46,Approve
TXN_1632,100,0,100,100,40,0,56,OTP
TXN_1633,100,50,100,50,0,62,61,OTP
TXN_1634,100,50,100,100,40,0,66,OTP
TXN_1635,90,0,100,100,40,62,63,OTP
TXN_1636,100,0,100,100,40,0,56,OTP
TXN_1637,100,0,100,100,40,62,65,OTP
TXN_1638,90,0,100,100,0,40,54,OTP
TXN_1639,90,40,100,100,40,0,62,OTP
TXN_1640,100,50,100,50,40,0,58,OTP
TXN_1641,100,0,100,50,40,48,55,OTP
TXN_1642,100,0,100,100,40,0,56,OTP
TXN_1643,100,40,100,0,40,62,58,OTP
TXN_1644,100,50,100,0,40,62,60,OTP
TXN_1645,100,0,100,100,40,40,62,OTP
TXN_1646,100,0,100,50,0,0,42,Approve
TXN_1647,100,90,100,100,40,0,74,Block
TXN_1648,100,40,100,0,40,62,58,OTP
TXN_1649,100,0,100,100,0,0,50,Approve
TXN_1650,100,0,100,100,40,52,63,OTP
TXN_1651,100,50,100,100,0,0,60,OTP
TXN_1652,90,0,100,50,40,0,46,Approve
TXN_1653,90,0,100,50,0,40,46,Approve
TXN_1654,100,90,100,100,40,40,80,Block
TXN_1655,100,40,100,100,0,0,58,OTP
TXN_1656,100,0,100,100,40,52,63,OTP
TXN_1657,100,0,100,100,40,0,56,OTP
TXN_1658,50,0,100,100,40,0,46,Approve
TXN_1659,100,0,100,100,40,0,56,OTP
TXN_1660,100,50,100,50,40,48,65,OTP
TXN_1661,100,50,100,100,40,0,66,OTP
TXN_1662,100,0,100,100,40,0,56,OTP
TXN_1663,100,50,100,50,0,62,61,OTP
TXN_1664,100,0,100,50,40,0,48,Approve
TXN_1665,100,0,100,100,40,52,63,OTP
TXN_1666,100,50,100,50,0,0,52,OTP
TXN_1667,100,0,100,100,40,0,56,OTP
TXN_1668,100,0,100,50,40,0,48,Approve
TXN_1669,100,50,100,0,40,48,58,OTP
TXN_1670,100,50,100,100,40,40,72,Block
TXN_1671,100,0,100,100,0,0,50,Approve
TXN_1672,100,0,100,100,0,0,50,Approve
TXN_1673,100,0,60,50,40,48,49,Approve
TXN_1674,100,0,100,100,0,52,57,OTP
TXN_1675,100,50,100,50,40,0,58,OTP
TXN_1676,100,0,100,100,40,52,63,OTP
TXN_1677,100,50,100,0,40,0,51,OTP
TXN_1678,100,0,100,100,40,0,56,OTP
TXN_1679,100,0,100,0,40,62,50,Approve
TXN_1680,100,0,100,100,40,62,65,OTP
TXN_1681,100,50,100,50,0,52,60,OTP
TXN_1682,90,0,100,100,40,0,54,OTP
TXN_1683,90,40,100,100,0,48,63,OTP
TXN_1684,100,50,100,100,0,0,60,OTP
TXN_1685,100,0,100,100,0,48,57,OTP
TXN_1686,100,40,100,100,40,0,64,OTP
TXN_1687,100,0,100,50,40,0,48,Approve
TXN_1688,100,50,100,100,40,0,66,OTP
TXN_1689,100,0,100,100,40,40,62,OTP
TXN_1690,100,0,100,100,40,0,56,OTP
TXN_1691,50,40,100,100,40,62,63,OTP
TXN_1692,50,40,100,0,0,0,33,Approve
TXN_1693,90,50,100,100,40,62,73,Block
TXN_1694,100,50,100,100,0,0,60,OTP
TXN_1695,100,50,100,100,40,0,66,OTP
TXN_1696,100,50,60,0,40,48,52,OTP
TXN_1697,100,90,100,100,0,0,68,OTP
TXN_1698,100,50,100,0,40,48,58,OTP
TXN_1699,100,50,100,0,40,62,60,OTP
TXN_1700,100,50,60,100,0,48,61,OTP
TXN_1701,100,50,100,100,40,0,66,OTP
TXN_1702,90,0,100,50,40,48,53,OTP
TXN_1703,100,50,100,50,40,0,58,OTP
TXN_1704,90,50,100,0,40,48,56,OTP
TXN_1705,100,0,100,50,40,48,55,OTP
TXN_1706,100,50,100,100,0,0,60,OTP
TXN_1707,90,0,100,0,0,0,33,Approve
TXN_1708,90,50,100,100,40,0,64,OTP
TXN_1709,100,0,100,100,0,0,50,Approve
TXN_1710,90,50,100,100,40,0,64,OTP
TXN_1711,100,0,100,100,40,48,63,OTP
